0,오복수산,37.562385541387,126.926728174042,서울특별시 마포구 연남동 227-15,48,https://www.instagram.com/p/CF9OSMZpbKt/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e15/120604797_3393663917380252_1594321112852765197_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=rp3kg74a2D8AX_Wdpu-&tp=18&oh=a885ccadb45d62dbadd901820fb8b441&oe=5FD11A7B,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/120852090_792435414908919_7505526277950013609_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Oll3nITYiGQAX-N9vXg&oh=eb89ceaf2b05e376b2a2a3f70053ce60&oe=5FD0E943,2020년 10월 5일
1,FINLANDPROJECT,37.5803427668439,126.965792721332,서울특별시 종로구 누상동 32-2,79,https://www.instagram.com/p/BvI_wFFlZG3/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/52991531_2275060506116156_7113442488823700978_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=0mWaMoJwQjIAX9TbC1Q&tp=18&oh=9018aeaf824a16fec652ffbe7926b68e&oe=5FD3639C,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/52893394_261064924771374_8042497322841277629_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=JFhz01Yz0ewAX-I8_fS&tp=18&oh=37c7c510304ee4d3a427567e64f02ad1&oe=5FD15872,2019년 3월 18일
2,Baon House,37.564226548362,126.917575120245,서울 마포구 성미산로17길 62,14,https://www.instagram.com/p/CC5g_LhJVbk/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/110044673_162558938683955_5306126409283716772_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=UNkjvt-9fAYAX-aq2qX&tp=18&oh=b1da03651c62fb9ceb8f9667ba5b496c&oe=5FD4A67C,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/109905908_306553143988635_6726144103276177912_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ke4dGSSOa9UAX9rr4vN&tp=18&oh=50ce69dd253ed573fa5cdce17d5b8283&oe=5FD4B747,2020년 7월 21일
3,Hermann's Garden,37.5815956200445,126.968457972832,서울 종로구 필운대로 62,74,https://www.instagram.com/p/B4BnmtFpuPq/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/71250368_157719801992029_1559181424980376991_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=kPfXPYUmAyoAX8BlPaC&tp=18&oh=cff3141aae12d5614770b5d148b579f3&oe=5FD39FA8,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/74464793_562739321164303_5197344128845541419_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=mFRXPwyi0aIAX8rR9Ky&tp=18&oh=75655c399c973c26e90dc94ccbcdd9f8&oe=5FD3335B,2019년 10월 25일
4,Seoulism,37.5097973024313,127.111513229614,서울특별시 송파구 송파동 48-7,144,https://www.instagram.com/p/B3jsekaJt5h/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/70471403_441347833401304_872863298778213087_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=KwWVHEAnrD0AX_VZ81G&tp=18&oh=a436a95e60ec252eb1865af07d66ddf9&oe=5FD1130C,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/71105195_1157674891288106_3842410207023660884_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=oLUczZ0W7_QAX9U5dbg&tp=18&oh=51189d19ebab4c9b4d08c60aa96da302&oe=5FD306BD,2019년 10월 13일
5,팩피,37.549707431912,127.044547840835,서울특별시 성동구 성수동1가 656-947,81,https://www.instagram.com/p/BziDLSPpLqR/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/64469107_2574158292635373_8922394167961427223_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=inzBp3A4AREAX92D2tm&tp=18&oh=e0a8a7c886d73cdc6900b2cfd8278e88&oe=5FD13489,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/64922869_126942495195073_1550682740473580454_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=do0JeLZArSIAX9i-H8R&tp=18&oh=2f939127883ead2e862e953fd20d3c9a&oe=5FD21EDC,2019년 7월 5일
6,피피서울,37.5882798424156,126.943046882578,서울특별시 서대문구 홍제동 332-2,304,https://www.instagram.com/p/BxE0OUujQZg/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/58409665_126879301828992_4174765010190855364_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Fq12G_wk4X0AX_DjKcC&tp=18&oh=8a0fa3dc2eb98e7ca3f65ab74740f5f6&oe=5FD36BC0,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/59178177_139756743813729_6394197952363249403_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=KAks2irIFfQAX-E2YLE&tp=18&oh=554e9043ccaf9ea1fadc3adce96f0a0e&oe=5FD43EA0,2019년 5월 5일
7,FRITZ COFFEE COMPANY,37.5410212788396,126.949038014473,서울특별시 마포구 도화동 179-9,201,https://www.instagram.com/p/BvEmA4BFCgW/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/53169518_556906718162910_8346370083193765173_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=DguB0BRJ5W0AX-sDnyc&tp=18&oh=63f1108bd8c5f9dc3d0e70c9f3f457ed&oe=5FD354FB,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/53523415_641559529637376_9176556924844935879_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=xfl8hlK5IXEAX8uP52u&tp=18&oh=41e93b88b0e1b338c41c023f2c1dc746&oe=5FD15B12,2019년 3월 16일
8,이이엄,37.5821718102351,126.967479562542,서울특별시 종로구 옥인동 47-57,138,https://www.instagram.com/p/B6ItZzlJRSg/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/73414101_162001631680753_6051198557530085040_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=DwVHxg2XP84AX8AbGbP&tp=18&oh=420c99a8cf0477228002eb493c1c32de&oe=5FD111A8,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/e35/75082208_2195325237233775_2905097632928307124_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=sfryAQYa4dQAX8_jz3R&tp=18&oh=5200f118ef096fa93bb35065b5916e1c&oe=5FD1D0DB,2019년 12월 16일
9,분카샤,37.5654088657481,126.992007312393,서울특별시 중구 을지로3가 302-2 호성P&P 2층,53,https://www.instagram.com/p/CEYzRoyh3TM/,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/118311227_703979910155550_450815706798626154_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=OD8Fvw4KSe4AX8p6_xp&oh=e51b54d2c0240307392fbe50361a9f39&oe=5FD484CF,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/118404165_677114199815438_8960057758656527650_n.jpg?_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JdOaRcV-_-MAX-nbnEA&oh=9eb10b048e9cd38dd8767cc74c9bf088&oe=5FD3C650,2020년 8월 27일
